SAL,SAL 2021 Name,POA 2021 Code
11051,Coorabell,2479
11052,Cooranbong,2265
11053,Cootamundra,2590
11054,Cootralantra,2628
11055,Cooyal,2850
11056,Copacabana,2251
11057,Cope,2852
11058,Copeland,2422
11059,Copeton,2360
11060,Copmanhurst,2460
11061,Coppabella (NSW),2644
11062,Copperhannia,2795
11063,Coraki,2471
11064,Coralville,2443
11065,Coramba,2450
11066,Corang,2622
11067,Corangula,2440
11068,Corbie Hill,2705
11069,Cordeaux,2526
11070,Cordeaux Heights,2526
11071,Coree,2710
11072,Coreen,2646
11073,Corindi Beach,2456
11074,Corinella (NSW),2871
11075,Corlette,2315
11076,Corndale (NSW),2480
11077,Corney Town,2790
11078,Cornwallis,2756
11079,Corobimilla,2700
11080,Corowa,2646
11081,Corrabare,2325
11082,Corrimal,2518
11083,Corrong,2711
11084,Corrowong,2633
11085,Corunna,2546
11086,Cottage Point,2084
11087,Cottonvale (NSW),4375
11088,Cougal,2474
11089,Countegany,2630
11090,Courabyra,2653
11091,Couradda,2390
11092,Couragago,2720
11093,Couridjah,2571
11094,Coutts Crossing,2460
11095,Cow Flat,2795
11096,Cowabbie,2652
11097,Cowan,2081
11098,Cowper,2460
11099,Cowra,2794
11100,Coxs Creek,2849
11101,Coxs Crown,2849
11102,Crabbes Creek,2483
11103,Crackenback,2627
11104,Craigie (NSW),2632
11105,Cranebrook,2749
11106,Crangan Bay,2259
11107,Craven,2422
11108,Craven Plateau,2422
11109,Crawford River,2423
11110,Crawney,2338
11111,Creel Bay,2627
11112,Creewah,2631
11113,Cremorne (NSW),2090
11114,Cremorne Point,2090
11115,Crescent Head,2440
11116,Crestwood,2620
11117,Cringila,2502
11118,Croki,2430
11119,Cromer (NSW),2099
11120,Cronulla,2230
11121,Crooble,2400
11122,Croobyar,2539
11123,Crooked Corner,2583
11124,Crookwell,2583
11125,Croom,2527
11126,Croppa Creek,2411
11127,Cross Roads (NSW),2850
11128,Crosslands,2446
11129,Croudace Bay,2280
11130,Crowdy Bay,2443
11131,Crowdy Head,2427
11132,Crows Nest (NSW),2065
11133,Crowther,2803
11134,Crowther Island,2460
11135,Croydon (NSW),2132
11136,Croydon Park (NSW),2133
11137,Crudine,2795
11138,Cryon,2832
11139,Crystal Creek (NSW),2484
11140,Cubba,2835
11141,Cudal,2864
11142,Cudgegong,2850
11143,Cudgel,2700
11144,Cudgen,2487
11145,Cudgera Creek,2484
11146,Cudmirrah,2540
11147,Culburra Beach,2540
11148,Culcairn,2660
11149,Cullen Bullen,2790
11150,Cullenbone,2850
11151,Cullendore,2372
11152,Cullerin,2581
11153,Cullivel,2645
11154,Culmaran Creek,2469
11155,Cumbalum,2478
11156,Cumbandry,2852
11157,Cumberland Reach,2756
11158,Cumbo,2850
11159,Cumborah,2832
11160,Cumnock,2867
11161,Cundle Flat,2424
11162,Cundletown,2430
11163,Cundumbul,2866
11164,Cunjurong Point,2539
11165,Cunningar,2587
11166,Cunninyeuk,2734
11167,Curban,2827
11168,Curl Curl,2096
11169,Curlew Waters,2672
11170,Curlewis (NSW),2381
11171,Curlwaa,2648
11172,Curra Creek,2820
11173,Currabubula,2342
11174,Curragh,2795
11175,Curramore (NSW),2533
11176,Currans Hill,2567
11177,Currarong,2540
11178,Currawang,2580
11179,Currawarna,2650
11180,Curraweela,2580
11181,Curricabark,2422
11182,Currowan,2536
11183,Cuttabri,2388
11184,Cuttagee,2546
11185,Dabee,2849
11186,Daceyville,2032
11187,Dairy Arm,2325
11188,Dairy Flat,2474
11189,Dairymans Plains,2630
11190,Daleys Point,2257
11191,Dalgety,2628
11192,Dalmeny,2546
11193,Dalmorton,2460
11194,Dalswinton,2328
11195,Dalton,2581
11196,Dalwood (Ballina - NSW),2477
11197,Dalwood (Singleton - NSW),2335
11198,Dandaloo,2823
11199,Dandry,2357
11200,Dangar Island,2083
11201,Dangarsleigh,2350
11202,Dangelong,2630
11203,Dapto,2530
11204,Darawank,2428
11205,Darbalara,2722
11206,Darbys Falls,2793
11207,Dareton,2717
11208,Dargan,2786
11209,Dark Corner,2795
11210,Darkes Forest,2508
11211,Darkwood,2454
11212,Darling Point,2027
11213,Darlinghurst,2010
11214,Darlington (Singleton - NSW),2330
11215,Darlington (Sydney - NSW),2008
11216,Darlington Point,2706
11217,Darlow,2729
11218,Daroobalgie,2870
11219,Dartbrook,2336
11220,Daruka,2340
11221,Davidson,2085
11222,Davis Creek,2336
11223,Davistown,2251
11224,Dawes Point,2000
11225,Daysdale,2646
11226,Dean Park,2761
11227,Deauville,2443
11228,Debenham,2446
11229,Dee Why,2099
11230,Deep Creek (Clarence Valley - NSW),2460
11231,Deep Creek (Kempsey - NSW),2440
11232,Deep Creek (Kyogle - NSW),2469
11233,Deepwater (NSW),2371
11234,Deer Vale,2453
11235,Delegate,2633
11236,Delungra,2403
11237,Denham Court,2565
11238,Denhams Beach,2536
11239,Deniliquin,2710
11240,Denistone,2114
11241,Denistone East,2112
11242,Denistone West,2114
11243,Denman,2328
11244,Depot Beach,2536
11245,Derriwong,2877
11246,Deua,2537
11247,Deua River Valley,2537
11248,Devils Hole,2550
11249,Dewitt,2422
11250,Dharruk,2770
11251,Dhulura,2650
11252,Dhuragoon,2733
11253,Diamond Beach,2430
11254,Diamond Head,2443
11255,Diehard,2370
11256,Diggers Camp,2462
11257,Dignams Creek,2546
11258,Dilkoon,2460
11259,Dilpurra,2734
11260,Dingo Forest,2429
11261,Dinoga,2404
11262,Dirnaseer,2666
11263,Dirty Creek,2456
11264,Dobies Bight,2470
11265,Doctor George Mountain,2550
11266,Doctors Gap,2790
11267,Dog Rocks,2795
11268,Dolans Bay,2229
11269,Dolls Point,2219
11270,Dollys Flat,2429
11271,Dolphin Point,2539
11272,Dombarton,2530
11273,Donald Creek,2350
11274,Dondingalong,2440
11275,Doon Doon,2484
11276,Doonbah,2473
11277,Doonside,2767
11278,Dooralong,2259
11279,Dora Creek,2264
11280,Dorrigo,2453
11281,Dorrigo Mountain,2453
11282,Dorroughby,2480
11283,Double Bay,2028
11284,Doubtful Creek,2470
11285,Douglas Park,2569
11286,Dover Heights,2030
11287,Downside,2650
11288,Doyalson,2262
11289,Doyalson North,2262
11290,Doyles Creek,2330
11291,Doyles River,2446
11292,Drake,2469
11293,Drake Village,2469
11294,Drildool,2386
11295,Dripstone,2820
11296,Drummoyne,2047
11297,Dry Creek (NSW),2337
11298,Dry Plain,2630
11299,Dubbo,2830
11300,Duck Creek,2469
11301,Duckenfield,2321
11302,Duckmaloi,2787
11303,Dudley,2290
11304,Duffys Forest,2084
11305,Dulguigan,2484
11306,Dulwich Hill,2203
11307,Dum Dum,2484
11308,Dumaresq,2350
11309,Dumaresq Island,2430
11310,Dumaresq Valley,2372
11311,Dumbudgery,2460
11312,Dunbible,2484
11313,Dunbogan,2443
11314,Duncans Creek,2340
11315,Dundas (NSW),2117
11316,Dundas Valley,2117
11317,Dundee,2370
11318,Dundurrabin,2453
11319,Dunedoo,2844
11320,Dungarubba,2480
11321,Dungay,2484
11322,Dungeree,2849
11323,Dungog,2420
11324,Dungowan,2340
11325,Dunkeld (NSW),2795
11326,Dunmore (NSW),2529
11327,Dunolly (NSW),2330
11328,Dunoon,2480
11329,Duns Creek,2321
11330,Dunville Loop,2849
11331,Dural (Hornsby - NSW),2158
11332,Dural (Singleton - NSW),2330
11333,Duramana,2795
11334,Duranbah,2487
11335,Duri,2344
11336,Duroby,2486
11337,Durran Durra,2622
11338,Durras North,2536
11339,Durren Durren,2259
11340,Duval,2350
11341,Dyers Crossing,2429
11342,Dyraaba,2470
11343,Dyrring,2330
11344,Eagle Vale,2558
11345,Eagleton,2324
11346,Earlwood,2206
11347,East Albury,2640
11348,East Ballina,2478
11349,East Branxton,2335
11350,East Coraki,2471
11351,East Corrimal,2518
11352,East Gosford,2250
11353,East Gresford,2311
11354,East Hills,2213
11355,East Jindabyne,2627
11356,East Kangaloon,2576
11357,East Kempsey,2440
11358,East Killara,2071
11359,East Kurrajong,2758
11360,East Lindfield,2070
11361,East Lismore,2480
11362,East Lynne,2536
11363,East Maitland,2323
11364,East Ryde,2113
11365,East Seaham,2324
11366,East Tamworth,2340
11367,East Wagga Wagga,2650
11368,East Wardell,2477
11369,Eastern Creek,2766
11370,Eastgardens,2036
11371,Eastlakes,2018
11372,Eastwood (NSW),2122
11373,Eatonsville,2460
11374,Ebenezer (NSW),2756
11375,Ebor,2453
11376,Eccleston,2311
11377,Edderton,2333
11378,Eden,2551
11379,Eden Creek,2474
11380,Edensor Park,2176
11381,Edenville,2474
11382,Edgecliff,2027
11383,Edgeroi,2390
11384,Edgeworth,2285
11385,Edith (NSW),2787
11386,Edmondson Park,2174
11387,Edrom,2551
11388,Eenaweena,2824
11389,Eglinton (NSW),2795
11390,Eighteen Mile,2460
11391,Elands,2429
11392,Elanora Heights,2101
11393,Elcombe,2404
11394,Elderslie (Camden - NSW),2570
11395,Elderslie (Singleton - NSW),2335
11396,Eleebana,2282
11397,Elermore Vale,2287
11398,Elizabeth Bay,2011
11399,Elizabeth Beach,2428
11400,Elizabeth Hills,2171
11401,Ellalong,2325
11402,Elland,2460
11403,Ellangowan (NSW),2470
11404,Ellenborough,2446
11405,Ellerslie (Snowy Valleys - NSW),2729
11406,Ellerslie (Wentworth - NSW),2648
11407,Ellerston,2337
11408,Ellis Lane,2570
11409,Elong Elong,2831
11410,Elrington,2325
11411,Elsmore,2360
11412,Eltham (NSW),2480
11413,Elvina Bay,2105
11414,Emerald Beach,2456
11415,Emerald Hill,2380
11416,Emerton,2770
11417,Emmaville,2371
11418,Empire Bay,2257
11419,Empire Vale,2478
11420,Emu Heights (NSW),2750
11421,Emu Plains,2750
11422,Emu Swamp,2800
11423,Endrick,2622
11424,Enfield (NSW),2136
11425,Engadine,2233
11426,Englorie Park,2560
11427,Enmore (Armidale Regional - NSW),2350
11428,Enmore (Inner West - NSW),2042
11429,Enngonia,2840
11430,Environa,2620
11431,Epping (NSW),2121
11432,Eraring,2264
11433,Eremerang,2877
11434,Erigolia,2669
11435,Erin Vale,2663
11436,Erina,2250
11437,Erina Heights,2260
11438,Ermington,2115
11439,Erowal Bay,2540
11440,Errowanbang,2791
11441,Erskine Park,2759
11442,Erskineville,2043
11443,Erudgere,2850
11444,Eschol Park,2558
11445,Esk (NSW),2472
11446,Essington,2787
11447,Estella,2650
11448,Ettalong Beach,2257
11449,Ettamogah,2640
11450,Ettrema,2540
11451,Ettrick (NSW),2474
11452,Euabalong,2877
11453,Euabalong West,2877
11454,Euberta,2650
11455,Euchareena,2866
11456,Eucumbene,2628
11457,Eugowra,2806
11458,Eulah Creek,2390
11459,Eumungerie,2822
11460,Eunanoreenya,2650
11461,Eungai Creek,2441
11462,Eungai Rail,2441
11463,Eungella (NSW),2484
11464,Eureka (NSW),2480
11465,Eurimbla,2867
11466,Eurobodalla,2545
11467,Euroka,2440
11468,Euroley,2700
11469,Eurongilly,2663
11470,Eurunderee,2850
11471,Euston,2737
11472,Evans Head,2473
11473,Evans Plains,2795
11474,Eveleigh,2015
11475,Eviron,2484
11476,Ewingar,2469
11477,Ewingsdale,2481
11478,Exeter (NSW),2579
11479,Failford,2430
11480,Fairfield (NSW),2165
11481,Fairfield East,2165
11482,Fairfield Heights,2165
11483,Fairfield West,2165
11484,Fairholme,2871
11485,Fairlight,2094
11486,Fairy Hill,2470
11487,Fairy Meadow,2519
11488,Falbrook,2330
11489,Falconer,2365
11490,Falls Creek (NSW),2540
11491,Far Meadow,2535
11492,Fargunyah,2656
11493,Farley,2320
11494,Farmborough Heights,2526
11495,Farnham,2820
11496,Farrants Hill,2484
11497,Farringdon,2622
11498,Fassifern (NSW),2283
11499,Faulconbridge,2776
11500,Faulkland,2422
11501,Fawcetts Plain,2474
11502,Federal (NSW),2480
11503,Fennell Bay,2283
11504,Fern Bay,2295
11505,Fern Gully,2330
11506,Fernances,2775
11507,Fernances Crossing,2325
11508,Fernbank Creek,2444
11509,Fernbrook,2453
11510,Fernhill,2519
11511,Fernleigh,2479
11512,Fernmount,2454
11513,Fernside,2480
11514,Fernvale (NSW),2484
11515,Ferodale,2318
11516,Fiddletown,2159
11517,Fifield,2875
11518,Figtree,2525
11519,Findon Creek,2474
11520,Fine Flower,2460
11521,Fingal Bay,2315
11522,Fingal Head,2487
11523,Finley,2713
11524,Firefly,2429
11525,Fishermans Bay,2316
11526,Fishermans Paradise,2539
11527,Fishermans Reach,2441
11528,Fishers Hill,2421
11529,Fishing Point,2283
11530,Fitzgeralds Mount,2799
11531,Fitzgeralds Valley,2795
11532,Fitzroy Falls,2577
11533,Five Dock,2046
11534,Five Ways,2873
11535,Flat Tops,2420
11536,Fletcher (NSW),2287
11537,Flinders (NSW),2529
11538,Floraville,2280
11539,Forbes (NSW),2871
11540,Forbes Creek,2621
11541,Forbes River,2446
11542,Forbesdale,2422
11543,Fords Bridge,2840
11544,Fordwich,2330
11545,Forest Glen (NSW),2157
11546,Forest Grove (NSW),2795
11547,Forest Hill (NSW),2651
11548,Forest Land,2372
11549,Forest Lodge,2037
11550,Forest Reefs,2798
11551,Forestville (NSW),2087
11552,Forresters Beach,2260
11553,Forster (NSW),2428
11554,Fortis Creek,2460
11555,Fosters Valley,2795
11556,Fosterton,2420
11557,Fountaindale,2258
11558,Four Corners,2716
11559,Four Mile Creek (NSW),2800
11560,Fowlers Gap,2880
11561,Foxground,2534
11562,Frazer Park,2259
11563,Frazers Creek,2446
11564,Frederickton,2440
11565,Freeburn Island,2464
11566,Freemans,2259
11567,Freemans Reach,2756
11568,Freemans Waterhole,2323
11569,Freemantle,2795
11570,French Park,2655
11571,Frenchs Forest,2086
11572,Freshwater (NSW),2096
11573,Frog Rock,2850
11574,Frogmore,2586
11575,Frogs Hollow,2550
11576,Frying Pan,2630
11577,Fullerton,2583
11578,Fullerton Cove,2318
11579,Furracabad,2370
11580,Gables,2765
11581,Gadara,2720
11582,Gala Vale,2716
11583,Galambine,2850
11584,Galong,2585
11585,Galore,2650
11586,Galston,2159
11587,Ganbenang,2790
11588,Gangat,2422
11589,Ganmain,2702
11590,Garah,2405
11591,Garden Suburb,2289
11592,Garema,2871
11593,Garland,2797
11594,Garland Valley,2330
11595,Garoo,2340
11596,Garra,2866
11597,Garthowen,2345
11598,Gateshead,2290
11599,Gearys Flat,2441
11600,Geehi,2642
11601,Gelston Park,2650
11602,Gemalla,2795
11603,Geneva,2474
11604,Georges Creek (NSW),2365
11605,Georges Hall,2198
11606,Georges Plains,2795
11607,Georgetown (NSW),2298
11608,Georgica,2480
11609,Gerogery,2642
11610,Gerringong,2534
11611,Gerroa,2534
11612,Geurie,2818
11613,Ghinni Ghi,2474
11614,Ghinni Ghinni,2430
11615,Ghoolendaadi,2380
11616,Giants Creek,2328
11617,Gibberagee,2469
11618,Gibraltar Range,2370
11619,Gidginbung,2666
11620,Gidley,2340
11621,Gilead,2560
11622,Gilgai,2360
11623,Gilgandra,2827
11624,Gilgooma,2829
11625,Gilgunnia,2877
11626,Gillenbah,2700
11627,Gilletts Ridge,2462
11628,Gillieston Heights,2321
11629,Gilmandyke,2795
11630,Gilmore (NSW),2720
11631,Gin Gin (NSW),2823
11632,Gineroi,2404
11633,Ginghi,2849
11634,Gingkin,2787
11635,Girards Hill,2480
11636,Girilambone,2831
11637,Giro,2422
11638,Girral,2669
11639,Girralong,2449
11640,Girraween (NSW),2145
11641,Girvan,2425
11642,Gladesville,2111
11643,Gladstone (NSW),2440
11644,Glanmire (NSW),2795
11645,Glebe (NSW),2037
11646,Gledswood Hills,2557
11647,Glen Alice,2849
11648,Glen Allen,2631
11649,Glen Alpine,2560
11650,Glen Davis,2846
11651,Glen Elgin,2370
11652,Glen Fergus,2630
11653,Glen Innes,2370
11654,Glen Martin,2321
11655,Glen Nevis,2365
11656,Glen Oak,2320
11657,Glen Ward,2422
11658,Glen William,2321
11659,Glenbawn,2337
11660,Glenbrook,2773
11661,Glencoe (NSW),2365
11662,Glendale (NSW),2285
11663,Glendenning,2761
11664,Glendon,2330
11665,Glendon Brook,2330
11666,Glenelg (NSW),2810
11667,Glenellen,2642
11668,Glenfield (NSW),2167
11669,Glenfield Park,2650
11670,Glengarrie,2486
11671,Glenhaven,2156
11672,Gleniffer,2454
11673,Glenmore (NSW),2570
11674,Glenmore Park,2745
11675,Glennies Creek,2330
11676,Glenning Valley,2261
11677,Glenorie,2157
11678,Glenquarry,2576
11679,Glenreagh,2450
11680,Glenridding,2330
11681,Glenrock (NSW),2337
11682,Glenroy (Albury - NSW),2640
11683,Glenroy (Snowy Valleys - NSW),2653
11684,Glenthorne,2430
11685,Glenugie,2460
11686,Glenwood (NSW),2768
11687,Glenworth Valley,2250
11688,Glossodia,2756
11689,Gloucester,2422
11690,Gloucester Tops,2422
11691,Goat Island,2477
11692,Gobarralong,2722
11693,Gobbagombalin,2650
11694,Gocup,2720
11695,Godfreys Creek,2586
11696,Gogeldrie,2705
11697,Gol Gol,2738
11698,Gollan,2820
11699,Golspie,2580
11700,Gongolgon,2839
11701,Gonn,2732
11702,Gooandra,2629
11703,Goobarragandra,2720
11704,Good Forest,2790
11705,Good Hope,2582
11706,Goodmans Ford,2575
11707,Goodnight,2736
11708,Goodooga,2838
11709,Goodwood Island,2469
11710,Googong,2620
11711,Goolgowi,2652
11712,Goolhi,2379
11713,Goolma,2852
11714,Goolmangar,2480
11715,Gooloogong,2805
11716,Goombargana,2646
11717,Goonellabah,2480
11718,Goonengerry,2482
11719,Goonoo Forest,2830
11720,Goonoo Goonoo,2340
11721,Goonumbla,2870
11722,Goorangoola,2330
11723,Goorianawa,2396
11724,Gordon (NSW),2072
11725,Gorge Creek,2469
11726,Gormans Hill,2795
11727,Gorokan,2263
11728,Gosford,2250
11729,Gosforth,2320
11730,Gostwyck,2358
11731,Goulburn,2580
11732,Gouldsville,2330
11733,Gowan,2795
11734,Gowang,2357
11735,Gowrie (Singleton - NSW),2330
11736,Gowrie (Tamworth Regional - NSW),2340
11737,Grabben Gullen,2583
11738,Gradys Creek,2474
11739,Grafton,2460
11740,Gragin,2403
11741,Grahamstown,2729
11742,Graman,2360
11743,Grantham Farm,2765
11744,Grants Beach,2445
11745,Granville (NSW),2142
11746,Grasmere,2570
11747,Grassy Head,2441
11748,Grattai,2850
11749,Gravesend,2401
11750,Grays Point,2232
11751,Great Mackerel Beach,2108
11752,Great Marlow,2460
11753,Green Cape,2551
11754,Green Creek,2338
11755,Green Forest,2471
11756,Green Gully (NSW),2850
11757,Green Hills (Armidale Regional - NSW),2365
11758,Green Hills (Snowy Valleys - NSW),2730
11759,Green Pigeon,2474
11760,Green Point (Central Coast - NSW),2251
11761,Green Point (Mid-Coast - NSW),2428
11762,Green Valley (NSW),2168
11763,Greenacre,2190
11764,Greendale (Bega Valley - NSW),2550
11765,Greendale (Liverpool - NSW),2745
11766,Greenethorpe,2809
11767,Greenfield Park,2176
11768,Greengrove,2250
11769,Greenhill (NSW),2440
11770,Greenhills Beach,2230
11771,Greenlands (Singleton - NSW),2330
11772,Greenlands (Snowy Monaro Regional - NSW),2631
11773,Greenleigh,2620
11774,Greenridge,2471
11775,Greenwell Point,2540
11776,Greenwich,2065
11777,Greenwich Park,2580
11778,Greg Greg,2642
11779,Gregadoo,2650
11780,Gregory Hills,2557
11781,Greigs Flat,2549
11782,Grenfell,2810
11783,Gresford,2311
11784,Greta (NSW),2334
11785,Greta Main,2325
11786,Grevillia,2474
11787,Greystanes,2145
11788,Griffith (NSW),2680
11789,Grogan,2666
11790,Grong Grong,2652
11791,Grose Vale,2753
11792,Grose Wold,2753
11793,Grosses Plain,2627
11794,Growee,2849
11795,Guerilla Bay,2536
11796,Guildford (NSW),2161
11797,Guildford West,2161
11798,Gulargambone,2828
11799,Gulf Creek,2347
11800,Gulgong,2852
11801,Gulmarrad,2463
11802,Gum Flat,2360
11803,Gum Scrub,2441
11804,Gumbalie,2840
11805,Gumble,2865
11806,Gumly Gumly,2652
11807,Gumma,2447
11808,Gunbar,2711
11809,Gundagai,2722
11810,Gundamulda,2347
11811,Gundaroo,2620
11812,Gundary,2580
11813,Gunderbooka,2840
11814,Gunderman,2775
11815,Gundy,2337
11816,Gungal,2333
11817,Gungalman,2829
11818,Gunnedah,2380
11819,Gunning,2581
11820,Gunning Gap,2876
11821,Gunningbland,2876
11822,Gunningrah,2632
11823,Guntawang,2852
11824,Gurley,2398
11825,Gurnang,2787
11826,Gurranang,2460
11827,Gurrundah,2581
11828,Guyong,2798
11829,Guyra,2365
11830,Gwabegar,2356
11831,Gwandalan,2259
11832,Gwynneville,2500
11833,Gymea,2227
11834,Gymea Bay,2227
11835,Haberfield,2045
11836,Hacks Ferry,2441
11837,Halekulani,2262
11838,Halfway Creek,2460
11839,Hallidays Point,2430
11840,Halloran,2259
11841,Halls Creek (NSW),2346
11842,Hallsville,2340
11843,Halton,2311
11844,Hambledon Hill,2330
11845,Hamilton (NSW),2303
11846,Hamilton East,2303
11847,Hamilton North,2292
11848,Hamilton South,2303
11849,Hamilton Valley,2641
11850,Hamlyn Terrace,2259
11851,Hammondville,2170
11852,Hampden Hall,2440
11853,Hampton (NSW),2790
11854,Hanging Rock,2340
11855,Hanleys Creek,2420
11856,Hannam Vale,2443
11857,Hanwood,2680
11858,Harden,2587
11859,Hardys Bay,2257
11860,Harefield,2650
11861,Hargraves,2850
11862,Harolds Cross,2622
11863,Harparary,2390
11864,Harpers Hill,2321
11865,Harrington,2427
11866,Harrington Park,2567
11867,Harris Park,2150
11868,Hartley (NSW),2790
11869,Hartley Vale,2790
11870,Hartwood,2710
11871,Hartys Plains,2446
11872,Harwood,2465
11873,Hassall Grove,2761
11874,Hassans Walls,2790
11875,Hastings Point,2489
11876,Hat Head,2440
11877,Hatfield,2715
11878,Havilah (NSW),2850
11879,Hawkesbury Heights,2777
11880,Hawks Nest,2324
11881,Hay (NSW),2711
11882,Hay South,2711
11883,Hayes Gap,2850
11884,Haymarket,2000
